Project Name,Number of Packages,Number of APIs,Time Taken (seconds)
01bf3900d3a02c4e3927b2a2bcf39100_phase1,4,7,9.37
01c99322cf985e771827_phase1,2,5,6.18
026a4d6400b1efac9a13a3296f16e655_phase1,3,7,7.5
02ff378b3a91de94306a84d3aa2228bb_phase1,6,19,17.5
0306734dfe17076dfd34e09660c198c0_phase1,10,20,29.03
034e799c19eb763fa859_phase1,2,3,6.43
035dc3b722b7f89cce66520dde285c9a_phase1,3,3,9.42
037e4134d8271c0de71b838a461e7ac1_phase1,9,19,1.92
03d9c46c86691c9bb680_phase1,4,6,11.97
03de5c4c21138da5c29d_phase1,1,0,7.31
044682e76def583a12e6c09209c664a1_phase1,16,21,34.77
045c887b6ccdf0edf4648da0c40bcc12_phase1,5,31,8.67
046e434c51057dc9588762edd40199b1_phase1,3,7,8.49
04c2b5ce5978c0d66e6e_phase1,2,5,7.67
04ef258fa29e4e685287a30cf60462d0_phase1,2,7,8.09
04f3047ca8770f4a3a58_phase1,5,12,9.73
053b89bd6975f89f043871335dce8c5b_phase1,4,5,11.1
053db410f7fdd4e1d6034a0a7fd45d9b_phase1,7,14,16.58
054023c4fca5369ffdb2_phase1,4,6,12.06
056626de3fbdc7cf7b59de1d9f6279d1_phase1,4,11,11.7
05aadb969e43788593d3_phase1,2,10,6.04
05bec6966701f720c3aa_phase1,11,21,23.67
05ff99985269200cdc4854ddc04fa6e9_phase1,4,10,7.11
0618f44dc5270f9a2be2826d0d933ed7_phase1,4,4,6.73
06336eb10a1628850d6f_phase1,4,7,10.83
06649145d7e6c4c147c02459fd2bc5af_phase1,5,13,15.03
070c805d947bd17c7a19_phase1,2,5,7.92
071932322204bcad6063_phase1,3,7,7.7
075c35b536cc08b832e353f2f43c0bdc_phase1,8,11,16.47
076424abd8b012371b516da32807ca14_phase1,7,13,6.42
076bbc6a0d5056d20ad45095b434b02d_phase1,6,9,8.71
07cdfc2826a565b50a68_phase1,3,4,6.84
0830affa1f7f19fd47b06d4cf89ed44d_phase1,2,5,6.37
083777cb1f8c9efe6418c75d18bdd32b_phase1,4,6,12.79
0932b2b5293839cd7d79fa6b513c8128_phase1,2,5,8.51
09648344984565f9477a_phase1,3,7,8.5
096f3b651b268b7af4c8c32475fa23d1_phase1,5,8,13.08
097f97f4cb67c554f04dba6b5a09a506_phase1,2,3,4.45
098f399d69f230521ef530baca832e76_phase1,5,5,11.25
09b1f5403c63ceab5ae34710cbe2809e_phase1,2,2,4.43
09cae53bf67ea8a39700_phase1,3,4,8.7
09f5ab44486b1fc6df7bf20ce57159f1_phase1,9,10,13.91
0a2ac74d800a2eff9540_phase1,3,4,8.56
0a3d4fae965bdbec1f9d_phase1,6,13,9.63
0a509faf231cff3cdec7_phase1,2,5,5.05
0aaa9e4659977a98fc9f36d6887fef37_phase1,2,5,6.12
0acf77b2c022e2467cfb0d5493d454d6_phase1,3,3,7.66
0afa43225bdbe8e803cb_phase1,6,10,10.52
0b42dbd687ae3b838728_phase1,3,4,6.38
0b677b13fca6cd0905ca_phase1,3,9,8.45
0b7e91487dcf10c0b8e8711eb6d73bc5_phase1,3,10,8.85
0b92b9ca837a0f5474c732876220db78_phase1,6,11,13.25
0b942dd86f01efe996b8977b158c37a6_phase1,3,4,6.71
0b9d8a742fe0efe0fe82_phase1,2,8,9.65
0ba0270279a0f38280423754cea2ee1e_phase1,5,31,15.11
0bc7d313e7a84b708374_phase1,3,5,10.22
0bdd7059a08cbcd00898_phase1,2,16,8.35
0c01b7a27e512db480847fac2cc54103_phase1,4,11,8.78
0c10e910e514832b7103_phase1,3,5,3.79
0c7ccae5d764ff61788fc626096e5688_phase1,2,5,7.6
0ca2272c015266e667924836364349c3_phase1,4,8,9.5
0cdd8d6adb8463961f50bd1845faddf8_phase1,3,7,11.59
0cfe89a89b892e47e8418e281dfe318d_phase1,5,6,10.5
0d1baad4e3a871587ab1_phase1,2,3,4.98
0d25683d9c8fce27edd3_phase1,7,12,17.54
0d5a709bbb4186d1f45f2af14c65b110_phase1,5,8,8.18
0d5b3e7cc89cb2180c6e_phase1,3,12,7.19
0d9745f39a034758e51e_phase1,3,8,9.65
0d9f91f789f0c523b0e7_phase1,7,1,1.63
0db840f27f1f0fd0747f13ab80d0ca37_phase1,3,5,9.24
0e7d366d2e3623c5bb95_phase1,2,4,6.62
0ec0c3f5ca69bac2b625_phase1,6,8,16.02
0ee6dd444994fd67f63b_phase1,3,9,9.84
0efb4d07f28af1c8fc1b_phase1,4,7,11.68
0efb90d998c59d5926ca7f4e79054361_phase1,5,10,9.2
0efcacfb43827ba3a6bac3356315c419_phase1,2,6,6.58
0f450e738bf79c003253_phase1,5,6,7.72
0f575a0891cfef5f1b0024c89dcbaeea_phase1,3,6,8.97
0f5f65ddbfa278713f58_phase1,7,19,15.11
0f87efc363309e99d600e3a6300fbcff_phase1,5,10,11.78
10005117_phase1,12,21,22.67
10010307_phase1,1,11,4.39
10011921_phase1,4,9,7.95
10016605_phase1,3,5,8.82
10023837_phase1,4,7,7.16
1009475_phase1,9,17,21.27
101323115e70bb6671d3_phase1,2,5,6.05
10206392_phase1,3,8,7.1
1023456_phase1,6,8,11.1
10235798_phase1,3,1,7.24
1025525_phase1,2,4,3.88
1025736_phase1,9,20,20.41
10281460_phase1,2,5,6.02
1029336_phase1,1,7,4.44
10295174_phase1,4,13,10.58
1029870_phase1,2,5,7.52
10335601_phase1,2,4,6.17
1035190_phase1,4,9,7.51
10354951_phase1,6,12,10.04
1035890_phase1,4,3,8.02
1036883_phase1,4,8,9.81
1038987_phase1,2,5,6.84
1040366_phase1,8,16,11.08
1041172_phase1,3,6,5.52
1042719_phase1,2,5,4.56
1042778_phase1,5,10,10.42
10438748_phase1,14,10,25.39
1044215_phase1,2,4,6.73
1045108_phase1,4,5,7.73
10491632_phase1,4,9,8.29
1052286_phase1,11,22,7.24
1054969_phase1,2,14,5.6
1055161_phase1,3,13,9.11
10554232_phase1,7,10,11.8
1055992_phase1,3,3,7.81
10567484_phase1,3,10,5.7
10589494_phase1,6,9,7.18
1059647_phase1,3,4,9.13
1065196_phase1,4,13,7.11
1068021_phase1,1,3,4.21
1068255_phase1,2,5,7.51
1068868_phase1,4,12,9.11
106c49a3ae6d420937aa_phase1,4,6,8.15
1072977_phase1,2,4,6.43
1074124_phase1,2,5,5.82
1074202_phase1,30,15,18.25
1074227_phase1,4,4,6.49
1074551_phase1,5,10,10.37
1077318_phase1,2,3,4.78
1077970_phase1,3,4,7.11
10792332_phase1,4,6,7.1
1082570_phase1,3,4,8.96
1083908_phase1,3,3,5.18
1088273_phase1,2,6,5.65
1091026_phase1,2,6,5.8
10938795_phase1,2,5,6.96
1094832_phase1,2,7,6.46
10955449_phase1,4,5,9.09
1096373_phase1,4,4,10.65
1098968_phase1,5,8,11.04
10cd35b2872628246140_phase1,2,3,7.53
1104507_phase1,3,7,7.41
1104553_phase1,2,3,5.28
1107375_phase1,3,4,6.74
11078820_phase1,4,7,10.57
1108817_phase1,3,6,6.28
1109153_phase1,2,2,4.41
1112928_phase1,4,7,12.46
11129975_phase1,3,7,8.81
1118585_phase1,4,4,9.5
11192605_phase1,2,3,7.49
111c8ee32505a11ad7a6c629f277c2a4_phase1,2,8,7.57
11215761_phase1,2,3,5.44
11242170_phase1,4,6,11.0
1124bb02a9fd4abce3d86caf2f950cb2_phase1,4,20,10.9
1125832_phase1,2,3,4.73
11280233_phase1,2,8,2.92
11284662_phase1,6,21,12.15
11292725_phase1,12,26,23.31
1133602_phase1,5,9,10.75
1134410_phase1,4,6,10.8
113635_phase1,3,5,7.59
11367287_phase1,5,10,6.66
11375647_phase1,2,4,4.24
11378945_phase1,4,4,3.58
1140136_phase1,2,3,6.32
1140516_phase1,9,15,27.44
11405336_phase1,3,6,2.98
1142740_phase1,8,8,17.76
1147973_phase1,7,10,17.43
11526013_phase1,8,10,13.37
11538913_phase1,3,4,8.35
1160201_phase1,9,7,20.78
1160696_phase1,3,4,5.61
1161423_phase1,1,5,3.82
1165038_phase1,6,11,12.88
1165344_phase1,5,9,9.16
1177373_phase1,2,4,6.78
1183767_phase1,3,5,8.89
1183842_phase1,3,3,5.43
1184264_phase1,10,20,20.3
1186126_phase1,4,7,7.9
1189327_phase1,3,6,8.82
1191457_phase1,5,7,12.12
1192059_phase1,4,4,8.05
1196291_phase1,5,9,6.2
1200485_phase1,6,11,12.37
1202066_phase1,2,3,6.69
1202516_phase1,4,5,9.5
1203640_phase1,3,8,8.96
1207636_phase1,2,3,5.95
1210791_phase1,3,12,7.53
1217855_phase1,4,8,9.9
1218932_phase1,5,7,5.02
1219671_phase1,1,7,4.6
1219955_phase1,7,8,14.62
1228626_phase1,3,4,6.64
1229681_phase1,5,6,11.37
1229685_phase1,3,4,8.23
1229770_phase1,6,11,7.47
122f258ba6eaa23dd9c5_phase1,4,7,7.8
1231964e784ab9acb65d_phase1,8,13,15.59
1233846_phase1,2,4,4.32
1234843_phase1,6,15,13.09
1239373_phase1,8,12,20.58
1239674_phase1,2,2,4.43
1242589_phase1,2,5,7.1
1246146_phase1,2,2,4.62
1246268_phase1,2,2,6.33
1248728_phase1,5,5,12.68
1251716_phase1,3,5,8.51
1253332_phase1,3,3,9.05
1254809_phase1,5,6,11.74
125559_phase1,3,5,8.99
1260ba896d448bad0eebdf26b80c00cc_phase1,3,17,10.82
1262332_phase1,3,4,5.54
1264102_phase1,7,12,15.58
1265346_phase1,9,14,8.11
1267632_phase1,3,5,8.38
1268033_phase1,4,5,9.61
1269098_phase1,2,12,6.11
1269949_phase1,4,5,6.25
127368f7dc810dd37fe18aee87dd2ee2_phase1,1,1,4.14
1275204_phase1,2,3,5.74
1277655_phase1,4,6,9.47
1283684_phase1,5,7,10.25
1284577_phase1,4,6,7.8
1285742_phase1,5,9,12.62
1288025_phase1,2,17,4.95
1288160dad16cc473a53_phase1,2,2,6.11
1289286_phase1,2,4,5.8
1290744_phase1,2,8,5.19
12da69b95d010c8a810fd384cca8d02a_phase1,1,2,6.54
1303651_phase1,4,6,7.42
130583_phase1,5,3,10.6
1306719_phase1,9,26,12.37
1308865_phase1,4,4,7.31
1309895_phase1,4,11,9.19
130cd92dc47c56c47030_phase1,5,8,11.35
1310549_phase1,3,5,8.45
1315148_phase1,4,6,7.64
1320970_phase1,2,4,6.25
1321295_phase1,1,0,6.1
1321575_phase1,3,14,7.09
1321585_phase1,6,17,15.51
1323194_phase1,2,2,3.27
1326477_phase1,7,7,17.3
1327072_phase1,5,6,6.45
1329319_phase1,4,4,6.55
1337131_phase1,4,8,9.57
1338222_phase1,3,4,8.25
1342497_phase1,6,7,12.9
1342942_phase1,2,7,8.24
1343455_phase1,2,5,5.92
134acb5f7423312effcc98ec56679136_phase1,2,3,4.96
1350641_phase1,2,5,6.76
1351047_phase1,5,7,11.8
1352028_phase1,4,3,5.28
1355170_phase1,4,8,6.28
1357185_phase1,2,13,5.54
1358794_phase1,7,21,16.22
1361643_phase1,18,36,44.93
13623f68e36fdad4cb67_phase1,6,14,17.33
1362a8908be01e23041d_phase1,4,6,11.34
1363730_phase1,4,9,9.67
1369619_phase1,3,4,9.91
1372780_phase1,3,7,8.05
137653_phase1,2,3,6.0
137667_phase1,5,13,13.41
1379479_phase1,4,7,10.99
1379652_phase1,5,9,13.77
1381489_phase1,4,9,12.32
1382972_phase1,4,8,10.04
1387470_phase1,10,25,21.89
1388243_phase1,1,0,4.14
1395810_phase1,3,5,7.52
139f710ca91ed5fabaf9e6616d2c762b_phase1,2,2,22.31
13f02f45a41ad90f454f_phase1,8,17,18.78
1401195_phase1,5,7,10.74
1402892_phase1,2,4,1.52
1410088_phase1,3,11,9.97
1410094_phase1,4,9,11.55
1411980_phase1,6,17,11.7
1417f55cb896a44e68a6_phase1,2,7,5.33
1423116_phase1,11,25,29.64
1423373_phase1,3,7,10.2
1424374_phase1,8,13,18.12
1433392_phase1,6,10,12.25
1433794_phase1,7,12,4.51
1435045_phase1,4,6,9.78
1435555_phase1,2,6,5.73
1436671_phase1,4,10,11.13
143e65a425722dc2f3d0_phase1,5,6,4.03
1440567_phase1,3,10,8.11
1440754_phase1,4,4,5.22
1441019_phase1,4,18,9.34
144747_phase1,2,2,4.26
1451300_phase1,5,15,13.92
1453629_phase1,4,1,1.54
1459283a9c934cbc41f3_phase1,10,17,18.77
1467584_phase1,6,7,10.94
1473120_phase1,3,3,6.32
1483322_phase1,3,6,8.72
1486762_phase1,2,4,6.19
1495011_phase1,8,10,15.46
1497850_phase1,4,6,9.47
14a8d6bf4783f4704c8a_phase1,6,7,12.63
14f34c2b8153d9b4f336df8535b3416a_phase1,6,13,17.14
1507152_phase1,2,5,7.14
1509946_phase1,2,3,5.81
1516095_phase1,1,6,6.49
1519543_phase1,2,3,5.79
1521059_phase1,4,24,7.65
1522bcdb5b05365c0222_phase1,2,10,6.97
1526444_phase1,2,4,7.1
152f15b2dadca9a74039aeab944714af_phase1,6,31,20.47
1534135a419bb0b957b9_phase1,3,9,7.78
1545255_phase1,3,5,7.21
1551619_phase1,5,13,12.53
1554441_phase1,5,6,6.45
1556251_phase1,2,6,6.26
1558831_phase1,2,4,3.29
1561144_phase1,2,5,9.16
1567224_phase1,2,6,6.06
1572547_phase1,7,7,10.18
1574231_phase1,3,7,8.66
1589531_phase1,9,16,15.45
1590178_phase1,2,9,5.64
15b3c2a2e9bc7a3c345138a32e029969_phase1,5,15,9.17
15f0772db25343be0bb7072f15992a4e_phase1,7,16,16.36
1600408_phase1,2,3,6.44
1608287_phase1,5,5,10.69
160c990c61c5f527445c_phase1,4,8,8.2
1610922_phase1,2,9,6.97
1628838_phase1,3,5,8.01
1638546_phase1,12,13,22.06
1638695_phase1,4,5,9.95
1639941_phase1,5,10,8.52
163f5fdf47ab45d7addd_phase1,6,8,14.31
1646117_phase1,3,6,7.78
1650115_phase1,4,8,10.16
1650418_phase1,3,8,8.62
1653394_phase1,6,12,13.32
166499794efcdfde4d00_phase1,7,8,14.55
1676440_phase1,7,9,14.5
1679110_phase1,5,9,10.59
1685139_phase1,7,15,15.85
1685580_phase1,4,11,12.0
1688557_phase1,2,3,4.57
168c9d74b988391e702aac5f4aa69e41_phase1,11,11,19.13
1693769_phase1,3,8,8.96
1694496_phase1,4,5,7.79
16c0eb09d232461a773c22803a3df35e_phase1,12,12,23.43
16ce4914683da30f87d0_phase1,4,9,10.82
16e35ed936bab863a29b_phase1,9,14,21.58
1701305_phase1,7,8,14.01
1701845_phase1,11,19,23.96
1702293_phase1,6,8,14.26
1705235_phase1,4,10,12.14
1707483_phase1,3,3,6.73
1710122_phase1,3,4,7.68
1714d2952c09b96ba2d8777f1cbf9de1_phase1,9,10,10.03
1715202_phase1,2,5,5.44
1716699_phase1,5,6,11.29
1720032_phase1,4,8,10.58
1722150_phase1,6,7,10.32
1722465_phase1,4,6,10.59
1722663_phase1,4,8,9.96
1727204_phase1,2,3,4.75
1728255_phase1,10,14,26.7
173778fd95b9e21afd1aa4ed16bb0694_phase1,2,2,3.81
174056_phase1,5,4,11.4
1748a6676120a0aacea2_phase1,6,7,14.34
1752014_phase1,8,14,18.98
1757120_phase1,2,1,4.43
1757c55017ef2bfcc070909bdf0e6547_phase1,3,3,8.27
1760854_phase1,2,3,5.18
1761714_phase1,3,8,9.65
1766791_phase1,2,4,6.43
1771937_phase1,4,7,11.78
1773870_phase1,6,7,10.33
1776202_phase1,3,5,7.36
177e37756c833768a21d446cc4921c6e_phase1,8,15,18.18
1780878_phase1,3,11,6.96
1788517_phase1,4,7,8.86
1791644_phase1,2,2,6.28
1792428_phase1,2,3,8.22
1792732_phase1,7,12,13.69
1795840_phase1,3,5,10.16
1805981_phase1,2,3,4.9
1808234_phase1,12,29,26.64
1810707_phase1,3,3,6.13
1815146_phase1,1,7,3.8
1818351_phase1,7,7,19.55
1820074_phase1,2,8,6.12
1820829_phase1,5,8,11.71
1823320_phase1,2,3,4.21
18235723e926be0afbdd_phase1,8,14,18.31
1825401_phase1,6,9,13.1
1835224_phase1,13,6,30.15
1844928_phase1,3,5,8.61
18531dba2bec928424c0_phase1,3,5,9.3
1858252_phase1,3,6,8.12
1860715_phase1,4,9,10.46
1871929_phase1,5,8,9.26
1873692_phase1,2,3,6.96
1876859_phase1,2,3,6.13
1877577_phase1,2,5,8.34
187895beb89f0a1b3a54_phase1,2,4,6.68
1878983_phase1,2,4,6.6
1879626_phase1,6,8,11.22
1882562_phase1,3,14,8.11
18a73aa5dab4b574e2f5_phase1,4,5,4.19
18a8e06c2b179bb78353fbacfeee82da_phase1,2,3,4.79
18e6b6ed5d69b057e773_phase1,5,16,10.46
1907f96e6e680bbeb15393d4f441b55e_phase1,3,7,8.65
1911238_phase1,3,5,5.51
1912053_phase1,3,17,8.27
19154831c2049a69e8d53dea8cf3e744_phase1,2,8,6.4
1918389_phase1,4,5,10.19
1919511_phase1,4,5,1.49
191d15e28c39246a2525_phase1,2,3,6.85
1920535_phase1,2,4,3.14
1927a29f642593861afc_phase1,2,2,6.52
1928063_phase1,4,6,7.53
19284bd220165758a0c953ae25108b6b_phase1,2,8,6.11
19317d3e4b9a58f2355e7643040d483a_phase1,6,8,11.14
1935808_phase1,6,10,6.04
1940208_phase1,2,5,5.68
1943426_phase1,4,4,4.03
1947166_phase1,2,3,5.54
1950267_phase1,16,19,33.96
1951709_phase1,3,6,9.99
1969d4648458cf876af92b3507856d70_phase1,2,2,6.87
1971061_phase1,6,8,13.4
1997771_phase1,4,6,10.7
19a4b105d1dff9a591b8_phase1,4,6,17.89
19d2397ff8da1952556cf2417d965f6c_phase1,2,5,7.23
1a43c785226a06a72872_phase1,1,2,4.29
1ad56b7720af8d706e7f22cbcb8c6d70_phase1,2,4,7.66
1aefa4509e066690b892_phase1,4,8,6.14
1b42a20c8f3eb9bb7cb8_phase1,3,5,10.43
1b49c03968b2c83897a4a15c78980b18_phase1,2,10,6.25
1b94c541ffc158d3e668810b75d69405_phase1,5,6,10.84
1bd64fbbbc07f2a7634bcb9275929dac_phase1,2,4,5.29
1c160c9eee91fd44c587_phase1,5,7,7.64
1c3176fe9e38dcaadd1e56c2f15c95d9_phase1,3,11,3.03
1c48360bde201b3d54ab_phase1,3,5,7.97
1c9b352ba19b5e33f9c4_phase1,2,4,1.59
1cae669defce037511ada4e0ed01b3cd_phase1,4,8,10.95
1cb4d81fed37fd06ef60d08c1181f557_phase1,2,9,6.76
1cb65c4b5be2575ea3ab_phase1,2,10,7.13
1cd6ce82490d2c0f2e0a_phase1,3,3,10.78
1cec2b3d8aeaaa102e3b_phase1,2,3,4.12
1d08fa7af5ab846211ace2447e1e3e8a_phase1,3,12,5.64
1d596ca757a541da96ac3caa6f291229_phase1,4,11,11.65
1d5b3ad08201b7df48c7f25a169d0021_phase1,2,2,5.1
1d7cb531bb8fff8c228b7710126bcc33_phase1,2,5,6.24
1d878d0401b28b281eb75016ed29f2ee_phase1,2,13,8.19
1da13f548200d9fb2b06_phase1,4,7,10.0
1ddc318b4124ed152f6d_phase1,2,5,6.43
1df6d34cd1b2861eb6b7432ee7245ccd_phase1,4,7,9.05
1e1d383fb21841e8f144_phase1,3,9,10.34
1e2600ed62d5e76b21ee_phase1,4,17,17.12
1e5404260b7e3a8ba4ba0a0d62c0cf75_phase1,5,7,9.35
1e58686b6d5193cbaf30_phase1,11,16,28.49
1e7c18c6f6eda87f1cb4995b0e6a22a5_phase1,8,13,20.21
1e7c794842755683162b_phase1,3,9,8.64
1e7e3c1da32d00f8ce0dff6b86fd45fe_phase1,11,19,26.74
1e8ab5bcf1a3af2c20de_phase1,3,7,8.72
1ebaeaaa7f7408647fef_phase1,2,4,3.3
1ed9763ab4aa98516a7d_phase1,7,9,12.79
1f140573b37939e78eb5_phase1,5,8,9.47
1f66e4d58074d64c8268_phase1,7,10,15.02
1f8dfb1b5c82627ae3efcfbbadb9f514_phase1,4,11,12.84
1fa4f3360ffdb1e69507_phase1,5,8,9.48
1fe7b9ef3e6108216759_phase1,1,2,3.47
2005165_phase1,8,12,17.32
20089f4abf9706d0cdc4_phase1,3,14,9.71
2011426_phase1,2,6,7.03
2019037_phase1,8,14,23.87
2020955_phase1,2,15,9.15
2021781_phase1,4,8,8.65
2025129_phase1,5,8,9.67
2030390_phase1,4,11,11.65
2031484_phase1,2,3,6.43
2032745_phase1,3,16,7.73
20336_phase1,2,2,6.11
2038329_phase1,4,5,8.85
204a609ee295c81c3cc202ecbe68752c_phase1,12,13,26.46
2054744_phase1,2,3,4.07
2061456_phase1,5,10,13.96
2068759_phase1,5,7,6.93
2083178_phase1,2,2,6.68
20a147e657ee5e8d8666_phase1,5,8,9.02
20a36f89546854cc434ecee70522cb8d_phase1,8,14,18.13
20d90e1f21792a67eb6d27c445aa7a1f_phase1,2,3,6.95
211868b4f589428d2626_phase1,5,9,14.84
2142891_phase1,6,6,4.21
215101_phase1,2,3,16.83
2152643_phase1,5,12,11.34
215274_phase1,9,22,16.5
2172888_phase1,5,5,8.77
217bfb7e54c6f75b9b1b2b3d73a1a43a_phase1,10,17,27.11
2184906_phase1,4,18,18.54
2192812_phase1,2,5,7.63
21b4442b7e7f36f6a17b_phase1,4,5,11.75
21fbffd7a7990f5e066c_phase1,3,4,13.57
2203822_phase1,3,6,10.11
2205aa857901be69a4186b7a74334a41_phase1,5,17,12.07
220d56ea6fe9a85a4d762128b11adfba_phase1,12,18,19.78
2213915_phase1,5,8,9.97
221685a8e03a01baaf1e_phase1,24,13,11.95
2220293_phase1,6,14,13.9
2229985_phase1,8,11,24.32
2232681_phase1,3,3,9.07
2245426_phase1,2,4,6.53
2280363_phase1,2,4,6.2
2288152_phase1,4,5,8.51
228998_phase1,5,6,6.08
22935c16da4eda92762f_phase1,4,8,13.45
2301119_phase1,5,4,7.33
2310005_phase1,6,10,6.9
2321077_phase1,3,8,9.98
2337dd6cf56f2845bfa901a6b9c430ae_phase1,2,3,6.76
2338529_phase1,4,8,9.46
2344345_phase1,8,3,36.84
2351057_phase1,3,10,7.03
2351079_phase1,2,3,5.92
2358089_phase1,2,3,11.11
23585f7f50005408fc72_phase1,8,13,19.31
23703b934c442a54808e245d9418545a_phase1,5,11,12.01
2371c78fc0a5c8935a7a_phase1,3,3,7.88
2379572_phase1,4,10,9.72
238302_phase1,7,18,12.88
2392540_phase1,5,15,1.62
2395528ca82e1a9b1b5f34391f00e19c_phase1,4,13,8.73
2397ca6bea914adedb30b8bad4d14686_phase1,2,5,6.99
2406a3034b4afb800290_phase1,2,3,5.41
2408388_phase1,4,6,11.49
2416148_phase1,2,5,7.59
2420407_phase1,4,10,12.55
242176c5bdb282b0a327_phase1,6,5,10.0
2423179_phase1,187,187,22.1
2428250_phase1,8,12,22.38
2433411_phase1,6,10,6.29
2438871_phase1,3,8,9.58
246474141cbe588eb9fb_phase1,5,8,9.75
246727_phase1,4,6,11.08
2471505_phase1,5,7,8.73
2475758_phase1,3,5,7.73
2477361_phase1,2,6,4.17
247d1f1e86fa3749429791cf457052e2_phase1,1,1,3.57
2511428_phase1,4,6,9.13
2511464_phase1,6,10,16.78
2522574_phase1,3,8,7.3
2545a281e3f17ba6ef82_phase1,2,3,4.74
256155_phase1,6,8,10.93
2571471_phase1,6,7,14.23
2577781_phase1,4,11,8.54
2581132_phase1,3,3,7.14
2584789_phase1,4,7,8.98
258a248d20334e781b56_phase1,4,5,9.24
2590850_phase1,3,5,7.75
25b92260471cfbdc8054_phase1,15,20,25.3
25d48938c07b73541361_phase1,5,6,11.28
25d98841e6a82f30ae5cac24e9039856_phase1,11,17,25.33
2604241_phase1,5,6,1.51
260617_phase1,4,8,7.21
261818_phase1,3,3,9.99
2620735_phase1,2,5,8.16
2620876_phase1,2,5,6.25
2623926_phase1,2,2,4.29
2628382_phase1,11,18,23.31
263113_phase1,3,3,7.74
2632394_phase1,5,5,13.1
2635074_phase1,3,7,8.19
2636213_phase1,3,3,7.97
2638485_phase1,3,6,8.03
265a43f255716c11cc62_phase1,4,7,8.31
265e68a5e879b5540ebc_phase1,3,15,5.78
2660685_phase1,3,3,3.6
2661065_phase1,14,29,32.56
268379_phase1,2,9,5.97
2692786_phase1,3,6,8.07
2692960_phase1,7,11,15.29
26a33ce1e82092b4d2dbdf18c3610fde_phase1,4,5,8.36
2704426_phase1,13,21,30.26
2705927_phase1,7,10,16.9
2708979_phase1,4,15,6.28
271862_phase1,2,3,6.3
2719812_phase1,2,5,5.72
2721811_phase1,2,3,4.88
2725286_phase1,3,6,8.64
2729506_phase1,6,13,13.35
273bef4c5b4490c687b2f92ee721b546_phase1,4,5,9.08
2757171_phase1,10,14,21.38
2760477_phase1,9,12,16.29
2760f2f12201f638d7de_phase1,3,5,10.56
2764305_phase1,3,4,7.96
2768310_phase1,4,24,7.91
276a2b26cab5bc22d882_phase1,2,2,4.43
2773137_phase1,10,11,4.75
27737c5f2de213216360_phase1,3,5,8.75
2778605_phase1,4,14,8.98
2779820_phase1,5,13,9.96
2783865_phase1,14,28,29.69
2786290_phase1,10,12,17.68
2787060_phase1,2,0,6.16
2788978_phase1,5,6,19.57
2790749_phase1,3,3,8.33
2792956_phase1,2,2,6.91
2798682_phase1,3,4,6.55
27a1eea9f1d01056ebb0_phase1,5,6,15.64
27ab7d2a30bbaf5ef431b4a02194ac60_phase1,2,18,11.29
27bbd6895c0afb314879_phase1,2,4,6.33
27dd0d768ccede849051_phase1,5,18,13.88
27f33798d12317575c6c_phase1,4,7,6.23
2816295_phase1,6,8,15.59
2821234_phase1,2,4,6.24
2821544_phase1,11,23,19.18
2830057_phase1,6,7,11.83
2836237_phase1,2,4,6.67
2838603_phase1,6,7,12.55
283860_phase1,10,20,10.48
2838927_phase1,5,15,14.38
2840020_phase1,6,9,12.26
284507_phase1,3,13,9.65
2856099_phase1,3,3,6.57
2859545_phase1,4,11,11.26
2866253_phase1,4,5,9.82
2866461_phase1,9,13,11.44
286805_phase1,3,10,8.67
2869341f38f5b1eeb86d_phase1,2,3,6.19
2870240_phase1,4,5,8.98
2872d7f994d192188970408980267e6e_phase1,6,8,13.81
287dbf64163fda470c89e8b992e112e0_phase1,4,20,10.07
28802627584b21ba1f6a_phase1,8,10,6.2
2888158_phase1,3,4,5.74
2888380_phase1,3,5,7.67
2890739_phase1,6,7,11.74
2894514_phase1,5,13,11.26
2894704_phase1,6,10,16.28
2899595_phase1,7,13,16.8
28adf35f1e4ba3145e2d_phase1,2,3,7.84
28bf77e9a95ae6b70b14141feacb1f84_phase1,3,5,7.68
28d2311cc6b28fe9bec0_phase1,7,14,13.11
28f95f95731a5a24e553_phase1,3,8,14.17
2901479_phase1,8,14,19.48
2902213_phase1,8,13,17.95
290224_phase1,2,5,5.81
2909661_phase1,3,4,8.23
2913338_phase1,1,3,4.75
2915436_phase1,2,3,7.12
2915875_phase1,4,6,6.95
294151_phase1,4,5,7.12
2942127_phase1,2,10,6.2
2942374_phase1,4,7,12.38
2949632_phase1,1,4,4.4
2951556_phase1,2,5,6.52
2957026_phase1,2,3,3.97
296207_phase1,3,3,6.51
2962884_phase1,2,2,4.08
2968620_phase1,2,6,6.09
2971450_phase1,2,5,5.97
2972ba872df05cb5f0c3_phase1,7,15,14.88
2973355_phase1,11,11,16.34
2974887f3fab071c11a0_phase1,13,16,31.47
2975718_phase1,2,3,5.86
2977d9f26866b05583b0c40d88a315bf_phase1,2,5,6.78
2986210_phase1,2,5,5.24
2988354_phase1,2,4,6.55
2993700_phase1,5,10,13.61
2996448_phase1,2,2,6.42
2998372_phase1,3,5,7.8
299905_phase1,1,3,4.5
29c51b6997c3e3bff568_phase1,3,7,7.46
2a1df455e7643926739e934e910cbf2e_phase1,2,5,6.66
2a5d283b0d279ea96c26_phase1,4,5,10.11
2aa18ba3b821b2f580a2_phase1,2,5,7.73
