Project Name,Number of Packages,Number of APIs,Time Taken (seconds)
2aa430e00dde0cf905a9_phase1,11,29,21.46
2b19fd6f758ffd2e8ab9ec7d1f3f4b2c_phase1,5,26,9.45
2b2abbb88b5d2b4f4e5adde42975fd0f_phase1,6,8,14.98
2b3003f44b3ddf5931c9a5e61d8ba417_phase1,3,8,8.73
2b83b1c47a18448d3cbf_phase1,2,5,8.37
2b8e2e05cf05a630b132_phase1,3,20,6.38
2bcca0a7654168ef454f_phase1,5,6,9.67
2c0d9e1a0012065bb56c_phase1,3,5,8.93
2c6abf964810ed74802c_phase1,2,5,6.34
2c7b95beed642248487a_phase1,2,3,6.73
2cb9c79df7a58db9e5ec_phase1,2,2,5.54
2cf4998949f49b58ff284239784e1561_phase1,8,18,17.44
2d4a4a8be57a9b8e94c7a4903d8d8bf8_phase1,2,2,1.69
2d6bbffce9dda5f3057b4879c3bd4422_phase1,2,19,6.91
2da57d5b039aab4da7ce_phase1,5,14,14.77
2db1522dbfc5fe58b52c_phase1,6,7,12.44
2de2e9a156fe619dbdad762fe1cf84e1_phase1,2,9,7.63
2de48835250e5fceaa1b626099abfa53_phase1,5,6,1.59
2e0cbef7d50e8e7ef2d2_phase1,6,11,14.65
2e11b48f431c53b101db6cb817b2fc7f_phase1,2,2,6.14
2e3b989e0343f0884388ed7ed82eb3b0_phase1,2,5,6.32
2e466ff4e6b3425aba3c_phase1,4,6,11.96
2e90566e9497725065388859762a7185_phase1,2,3,6.66
2ec85f1f8fe0d4f44b6f_phase1,3,5,11.42
2eec49ca1e4f58c5310d72918d991ef6_phase1,3,5,6.95
2f0a1118edb70de95f6859cfa979fad5_phase1,5,11,10.81
2f1b9a255993bf9b2629_phase1,5,9,11.36
2f8370ee83ab074f5b5e_phase1,3,8,8.4
2f8f55987ccc224e2342_phase1,3,5,9.2
2f904cb32be20d808481e04f5dd7fe0c_phase1,2,4,6.49
2ff89e40721d1f1a007449f02aee3990_phase1,5,14,11.76
3001099_phase1,2,5,8.26
3004168_phase1,4,10,13.2
3009143_phase1,5,8,1.61
3012089_phase1,2,5,7.38
3012306_phase1,2,3,5.45
3012318_phase1,3,4,1.61
3013470_phase1,2,3,3.65
3015625_phase1,7,10,19.14
3015852_phase1,2,5,6.88
3018527_phase1,3,3,8.23
3019988_phase1,3,4,7.03
3023497_phase1,6,5,11.13
3037448_phase1,6,20,15.94
3039696_phase1,4,6,9.61
3040846_phase1,4,9,10.92
3042651_phase1,2,5,5.68
3047772_phase1,2,3,6.6
304963_phase1,2,9,6.26
304a77371c9e207a5fa42a6b874017d5_phase1,3,4,8.5
305322_phase1,2,9,7.3
3057138_phase1,4,5,10.4
3077639_phase1,3,3,3.39
3078465_phase1,2,4,6.19
3078764_phase1,3,5,8.76
3079065_phase1,3,3,8.31
3081369_phase1,1,20,4.38
3083085_phase1,8,9,15.44
3089556_phase1,7,16,16.23
3094847_phase1,3,6,9.41
3097851_phase1,1,9,4.24
309bed093f6a7084c855_phase1,2,5,7.58
30a5138e41cba69dc81c_phase1,5,8,13.55
30d2e626772e84edd688ba717a766c89_phase1,2,4,5.51
31122eb9e4c0af8adeca_phase1,8,8,17.93
3113810_phase1,2,5,6.04
3116927_phase1,2,3,7.13
3128835_phase1,7,8,8.72
3129692_phase1,6,10,16.04
3130141_phase1,15,17,30.5
313753_phase1,9,6,13.84
313761_phase1,6,7,12.79
3141128_phase1,2,3,4.44
3141140_phase1,5,15,10.65
3144636_phase1,2,3,6.12
3148833_phase1,3,4,18.84
3151375_phase1,4,7,8.66
3153844_phase1,5,8,10.83
3158388_phase1,2,6,6.0
3163938_phase1,4,11,9.16
3166d6123bd26c066c462328bebcf0c0_phase1,8,14,12.17
3167162_phase1,1,0,8.23
3167821_phase1,1,4,5.34
3168336_phase1,2,9,11.44
317164_phase1,5,16,10.54
3178905_phase1,3,3,9.37
3181989_phase1,4,6,9.53
3197a2bae38f77799ea8_phase1,2,5,7.48
31ccafbfceac2ed88974_phase1,2,7,6.2
31eee50b9aaebf387b380f70054575c5_phase1,6,16,14.22
3205bf5aab78623c5ee5_phase1,4,16,19.32
320a949b092bf30913ef_phase1,2,4,6.57
3210264_phase1,10,1,17.28
3211f1660291f871739379082f204c83_phase1,3,10,6.59
3219308_phase1,6,14,16.33
3227267_phase1,2,5,4.23
3231186_phase1,2,4,8.62
324968_phase1,2,3,9.86
32561f20db62886bcf6af5ce98087ab9_phase1,2,5,6.46
326462_phase1,3,5,9.95
3264921_phase1,3,7,8.36
3271073_phase1,5,10,10.85
3287286_phase1,4,9,11.45
329142c1740500bd3797_phase1,3,9,6.59
3295631_phase1,2,9,7.03
3298867_phase1,6,5,13.66
3305365_phase1,4,4,11.11
3308963_phase1,3,6,8.3
3309494_phase1,3,3,8.92
3310561_phase1,5,8,8.37
33150bde6bd296310e41ea5d018fce51_phase1,7,13,11.72
3334a3cc57b31ae3a5c4_phase1,2,3,5.12
3340802_phase1,6,12,13.74
3341591_phase1,3,12,12.38
3356622_phase1,3,5,9.84
3359203_phase1,16,12,28.08
3390999_phase1,1,2,4.61
33cc5534cb555a0b710b_phase1,9,136,25.39
33e2172bafbb5dd794ab_phase1,6,17,15.64
3409403_phase1,3,5,10.15
3411495_phase1,6,12,12.85
3425960_phase1,5,17,16.6
3427750_phase1,2,9,6.39
342989_phase1,2,11,8.08
3446681_phase1,5,9,11.35
3451509_phase1,4,5,8.11
3453185b41d8d985356cbe5e57d67342_phase1,2,9,6.5
3454877_phase1,4,9,10.03
3473799_phase1,3,5,7.52
347596_phase1,2,2,4.33
3485205_phase1,5,3,9.44
3488502_phase1,2,10,5.35
3493579_phase1,4,9,11.98
3494203_phase1,4,53,8.35
349423_phase1,6,11,14.96
3494560_phase1,3,10,7.08
350281_phase1,2,4,4.95
35164461db4da79f7d56_phase1,3,21,6.59
353499f2e6e407883b32_phase1,2,3,6.6
3542836_phase1,3,6,10.24
354b90d59faf8b0d758f74eae3a511e2_phase1,4,20,13.34
35536ca8f1769dc6c74f_phase1,7,5,21.97
356294_phase1,1,26,4.58
3563671_phase1,4,7,11.06
3582544_phase1,3,6,10.94
3599025_phase1,2,3,4.56
35fb758c18036d7f8640_phase1,7,10,14.16
3624478_phase1,6,15,14.96
3649773_phase1,9,11,14.32
3668591_phase1,2,5,7.34
3669688_phase1,2,4,5.92
3676137_phase1,9,11,22.47
367ff95d4d3d3770fa7b_phase1,2,9,6.86
3682135_phase1,2,5,6.4
3685134_phase1,3,4,8.35
3688944_phase1,3,7,8.82
3691418_phase1,4,23,4.6
3692387_phase1,6,11,9.17
3693550_phase1,3,7,11.94
3695458_phase1,3,4,6.6
3696512_phase1,4,7,10.01
3699110_phase1,9,10,20.63
3699696_phase1,3,14,7.68
36c1db6ba57fc1fe72ae_phase1,3,9,11.17
36c31a9b653779b2b7d1_phase1,2,4,5.24
36e652488563ab23ea04_phase1,2,5,7.24
3706203_phase1,6,9,11.48
3714115_phase1,4,8,10.29
371698_phase1,3,4,11.89
3719535_phase1,7,9,16.81
3719849_phase1,4,6,10.02
3721106_phase1,4,6,8.97
3725741_phase1,4,7,12.23
3728656_phase1,3,4,4.12
3735779_phase1,9,33,14.27
373f0857211e860c7591_phase1,3,6,10.96
37463b35ef8606629d2e_phase1,3,5,9.83
3750225_phase1,6,7,11.98
3750774_phase1,3,8,10.08
3750993_phase1,11,9,15.71
375397bc942d134a3c82d0dd514f3fea_phase1,2,14,8.21
3760008_phase1,6,6,12.89
3760670_phase1,2,3,4.48
3772157_phase1,3,12,8.7
3778347_phase1,6,8,12.27
3778686_phase1,5,4,5.15
3783153_phase1,3,4,6.35
3791168_phase1,3,5,7.65
37931_phase1,4,7,10.86
3799831_phase1,4,14,10.7
379cc31c29cfb5bdc9a0_phase1,4,8,9.97
37d73786afab7da6037f_phase1,1,4,5.8
3800756_phase1,3,6,7.87
3802732_phase1,5,6,13.3
3803003_phase1,6,7,12.29
3803893_phase1,2,7,8.27
3805436_phase1,8,11,21.67
3806329_phase1,7,2,2.27
380c24afec20963617c82c43590b78f2_phase1,3,5,5.95
3816122_phase1,8,15,8.29
3822f77eb07e8e8efb2e_phase1,4,8,7.79
3823483_phase1,6,11,10.6
3829194_phase1,3,1,7.39
3829302_phase1,3,10,8.63
3832818_phase1,3,5,6.56
3833430_phase1,1,13,4.53
3834957_phase1,3,8,10.53
3834979_phase1,2,5,6.39
3838828_phase1,6,7,7.06
3839812_phase1,3,6,6.37
3844261_phase1,4,10,9.78
3860197_phase1,14,11,12.69
386098fb7348606b295a_phase1,2,7,6.01
3878ce0f3e232e3daf5c_phase1,4,9,10.98
3886519_phase1,7,10,15.33
3891365_phase1,6,10,13.16
3893296_phase1,2,6,5.3
3893624_phase1,13,9,4.53
3898894_phase1,5,9,9.89
38f7f1f3b07c77a9c537_phase1,5,9,11.8
3912465_phase1,3,6,8.38
3917103_phase1,3,6,9.14
3918044_phase1,2,6,5.31
3918279_phase1,2,7,5.73
3918300_phase1,4,6,35.7
391fb178d7c06e8dc7e4051d9b5395af_phase1,8,15,19.25
3931936_phase1,8,14,17.4
3938253_phase1,9,9,22.82
3940455_phase1,4,6,7.6
3943d55ca7eedf716ed6_phase1,3,6,6.9
3946121_phase1,4,7,12.61
3947385_phase1,4,5,5.89
3947bdc0f7b0dbcd51fa1ee53974fe66_phase1,9,15,20.86
3963225_phase1,4,7,11.32
39656378b59fe2eeb0f4_phase1,4,12,10.52
396e85fe4facca626782_phase1,8,21,18.31
3971007_phase1,6,14,13.25
3972601_phase1,3,9,7.01
3978039_phase1,8,12,18.06
3978536_phase1,4,7,6.75
3978565_phase1,5,6,12.9
398429347c96e98aba88_phase1,3,4,10.18
3984959_phase1,4,9,10.09
3989161_phase1,2,3,6.99
3990769_phase1,6,7,10.87
3993992_phase1,4,5,11.15
39c2f27b581720482bc0_phase1,2,4,4.81
39c53f824daef7d363db_phase1,6,6,14.89
3a094e0218bc91f0e2d4_phase1,4,6,9.99
3a2a081e4f3089920fd8aecefecbe280_phase1,3,19,9.34
3a6e4d618afc344aab81_phase1,4,5,10.13
3a96a407e16dae155744_phase1,4,7,11.94
3aa1d94bb83e5124eae6_phase1,5,7,10.77
3af51fd2d11ddcad7f16_phase1,5,7,11.77
3b1159baecb809b5fcb3a6154bc3cb0b_phase1,3,11,24.44
3b258f5287fcc181aacf_phase1,7,10,16.76
3b71a120ae7789956ef8_phase1,13,21,29.34
3b9d893f1e0788f8fad0e6b49cde70f1_phase1,2,16,6.48
3c2e5bf1e77986dfd51f_phase1,3,14,10.57
3c76bc174844948c5f98_phase1,4,4,10.99
3cefcc92891c4f1571f8_phase1,4,7,12.8
3d2454905d8f01886d651f207e2419f0_phase1,6,9,14.95
3d5aa90144a4696be61b3991aa339cc5_phase1,3,18,9.47
3d7e2b077ba5af48ab1ba96678733e6f_phase1,3,3,9.1
3d99498d4236248f9bfbc8ed2fd424fa_phase1,2,7,5.38
3d9ba175038a3f2e7de3794fa303f1ee_phase1,2,139,15.54
3de0abd7d18e6edc87dd_phase1,3,3,9.28
3e1cfdb76005c901b7d3f8b1e6ba1557_phase1,3,6,10.3
3e5107b11d19ac62a2ed_phase1,2,3,5.7
3e8b195ff63929db69ccc4e5287d8ae5_phase1,9,13,20.58
3f3b547ff68effb03e20c470af22c696_phase1,3,4,7.15
3f9c80ff42879cad41bf_phase1,6,10,14.18
3fb234c37b5c2c934b79_phase1,2,5,6.22
3fb443494f111eeb96e39cce1873070d_phase1,7,14,14.38
3fdd80a08808bd275142d46863e92d68_phase1,2,12,6.72
3fe84c05013fa87d74a8_phase1,7,13,16.43
3ff4278c609ce223ebb4fc300c5edd0f_phase1,2,4,7.69
4004895_phase1,6,9,14.33
4008567_phase1,3,4,12.29
4016539_phase1,4,10,9.65
4017989_phase1,2,5,13.93
4020619_phase1,4,5,6.54
4022537_phase1,14,10,25.06
4023068_phase1,4,6,6.76
403306854d457c284d02_phase1,7,6,12.91
4034426_phase1,4,8,10.14
4034427_phase1,10,14,19.95
4034439_phase1,6,9,17.32
4034526_phase1,4,8,9.96
4036200_phase1,8,9,17.78
4043086_phase1,3,5,10.41
4043334_phase1,9,14,19.68
4047394_phase1,4,5,8.78
4050951_phase1,2,5,5.93
4051357_phase1,20,20,48.44
4058325_phase1,2,4,5.97
4059061_phase1,3,3,8.78
4070026_phase1,4,4,7.09
4073599_phase1,4,5,10.55
4074260_phase1,3,10,9.34
4076735_phase1,6,7,4.2
4078034_phase1,2,3,5.75
4078780_phase1,3,18,9.72
407d78fbe0f234ea34c6_phase1,4,10,11.75
4083574_phase1,2,8,6.52
4088322_phase1,2,2,10.38
4089133_phase1,4,9,8.85
4091897_phase1,5,9,11.66
4093759_phase1,16,22,44.05
4093998b625d76ef4afe_phase1,11,21,3.87
4104455_phase1,3,4,5.91
4108a54877406dc231d95514e538bde9_phase1,8,15,21.75
4110897_phase1,3,4,8.92
411123_phase1,1,4,5.08
4115763_phase1,3,15,6.68
4116156_phase1,7,13,13.2
4118456_phase1,2,5,7.38
4119191_phase1,2,67,8.48
4121343_phase1,3,8,1.66
4125009_phase1,2,5,6.12
4128591_phase1,3,6,8.15
4130c73434db79119f27_phase1,4,5,9.68
4131398_phase1,2,3,4.96
4132799_phase1,4,5,7.12
4133c66ccf65c0ba1f5f5a5bc4fb7298_phase1,3,14,8.51
4134185_phase1,3,6,6.7
4142563_phase1,4,10,11.22
4145581_phase1,2,3,6.36
4149031_phase1,2,5,6.94
4156421_phase1,2,9,6.03
4156864_phase1,9,19,22.85
4166551_phase1,4,6,7.08
4171521_phase1,3,6,6.77
4173534_phase1,10,11,1.41
4173945_phase1,7,9,22.0
4174069_phase1,4,20,16.7
4176564_phase1,3,4,9.37
4176623_phase1,3,4,6.46
4178945_phase1,2,3,6.73
4180945_phase1,6,10,12.96
4189391_phase1,3,18,8.19
4190318_phase1,1,8,4.32
4199895_phase1,4,6,4.5
41d15424e7989b936c1609b53edd1390_phase1,10,14,35.97
41f782ce86346d46800d_phase1,3,6,6.25
4201551d7f8608f0b82b_phase1,4,10,9.84
4217925_phase1,4,6,7.76
4219140_phase1,2,5,7.17
4221932_phase1,3,5,9.01
4222418_phase1,1,5,1.51
4225456_phase1,4,9,8.64
422bb33419df91b253d8728fe794f8b4_phase1,4,14,13.13
4230222_phase1,5,11,8.51
4230847_phase1,8,8,16.8
4232775_phase1,6,9,6.1
4243336_phase1,4,5,7.08
4243633_phase1,8,8,20.74
4245408_phase1,4,6,7.67
42472327b4be382b02eb_phase1,5,8,9.51
425ca642955f73452ebc097b3b46c493_phase1,2,5,7.55
4260425_phase1,2,4,5.24
4260442_phase1,2,4,6.87
4266068bb3a5e36c2bff_phase1,3,5,9.08
426829_phase1,5,7,18.93
426eb575fc70e5ee87ef_phase1,2,3,7.22
4276757_phase1,3,4,7.19
4282679_phase1,6,10,12.68
4289538_phase1,4,4,9.5
428e5b737306937628f2944fbfdc4ffc_phase1,4,9,6.49
4319265_phase1,2,5,6.32
4340606_phase1,4,4,8.27
4345418_phase1,2,4,6.7
4345582_phase1,4,3,1.59
4349257_phase1,5,9,13.27
4349575_phase1,4,12,10.1
434e185ce543ca1c8a99_phase1,4,6,13.1
4350345_phase1,4,5,9.1
4358668_phase1,2,10,1.5
4361991_phase1,5,10,7.1
4365237_phase1,5,5,9.93
4365631_phase1,2,5,6.44
4365814_phase1,7,9,18.59
436e19a22f570f1cce2f_phase1,5,12,4.12
43e20eda5eb5834b61bc06a4c1855b29_phase1,9,14,21.13
4407510_phase1,2,5,6.98
4413028_phase1,6,8,13.05
4413863_phase1,4,20,12.17
4420532_phase1,2,5,5.72
4423605_phase1,2,4,6.17
4426342d455de2421d89_phase1,5,5,11.3
4427984_phase1,2,5,6.55
4431155_phase1,3,6,7.93
443622de54589e31c1d98c6ea8eff84b_phase1,3,14,11.36
4451253_phase1,9,16,23.64
445785_phase1,4,7,8.83
4461572_phase1,4,13,12.04
4461862_phase1,2,5,6.09
4463278_phase1,3,8,6.12
4463756_phase1,3,4,5.11
446bcbe699d4fb54972f_phase1,4,7,11.89
4470212_phase1,5,9,13.14
4471462_phase1,5,6,10.16
4474608_phase1,7,23,5.12
44822f94af25f11a2fda5beba2593229_phase1,2,5,6.31
4490410_phase1,2,3,6.01
4494118_phase1,2,2,5.41
4495f2c97ae6605c32c8b8c61bd34a74_phase1,3,12,8.66
4497119_phase1,14,20,35.79
4497f8a4f675170180ab_phase1,4,4,8.55
44a392a01fa3e0181972_phase1,4,19,14.65
4504341_phase1,1,0,5.41
450d7da20daaba6d39d0_phase1,4,19,10.5
451a6685fddcf8ccdfc5_phase1,5,6,9.23
4522091_phase1,5,11,11.43
4524299_phase1,3,10,6.43
4524784_phase1,8,12,7.07
4534a3e2a1584afc314e7e040c79d60c_phase1,3,4,5.88
4543974_phase1,2,4,6.15
4546068_phase1,3,4,9.37
4547295_phase1,4,16,13.31
454964087739a449da04_phase1,2,5,7.21
4555097_phase1,4,5,11.3
4555911_phase1,11,16,26.01
455694506ee6595c92e4_phase1,8,43,22.7
4558903_phase1,2,7,7.37
4565147_phase1,2,4,4.24
4571292_phase1,2,4,4.33
4574656_phase1,3,3,8.36
4575855_phase1,1,5,4.14
4582282_phase1,2,11,6.99
4586359_phase1,3,4,9.58
4594879_phase1,6,8,8.44
4598017_phase1,2,3,5.99
4599814_phase1,2,4,7.58
45c1c820a8fa67d8e17e3079d6aa2a65_phase1,9,19,22.92
45c3d886c182a1ea26d5_phase1,4,12,13.15
45cb32dd5c1485e273ab81468e531f09_phase1,3,19,10.27
45ce9f33615a3b24c51f_phase1,2,2,5.93
4603234_phase1,5,9,7.61
4619865_phase1,6,9,14.28
4624820_phase1,7,11,16.82
4630017_phase1,3,5,7.13
4632416_phase1,3,6,8.92
4636851_phase1,2,9,11.61
4640256_phase1,3,7,8.62
4654376_phase1,2,7,1.72
4654813_phase1,2,7,6.5
4656144_phase1,2,6,5.43
465de1f5f66334c91a4c_phase1,4,7,10.35
4667205_phase1,3,3,8.14
4668212_phase1,2,6,5.29
4684561_phase1,4,5,10.07
4684752_phase1,3,3,3.61
46c9d4ed1ea43c3d916b_phase1,8,10,17.66
4700064_phase1,5,15,6.63
4707012_phase1,7,10,13.28
4707775_phase1,6,7,13.39
470c2ffcf1cde9b2a740f48015915e30_phase1,5,0,14.1
4712723_phase1,3,4,9.7
4713392_phase1,2,3,5.73
4716919_phase1,4,8,11.03
4718429_phase1,6,16,11.79
4724761_phase1,3,5,6.19
4727690_phase1,4,6,7.44
4727865_phase1,3,4,6.94
472922_phase1,3,8,6.45
4730736_phase1,4,5,8.67
4732233_phase1,4,4,9.9
4732790_phase1,3,7,4.28
4741790_phase1,4,6,7.57
4742296_phase1,6,13,10.73
4745061_phase1,2,2,6.3
4760272_phase1,4,6,12.38
47610e6462faba8781242cdb6218d83e_phase1,5,11,11.18
4761479_phase1,7,10,7.69
4776b4b2075bf9b7e512_phase1,3,4,7.42
477969_phase1,3,4,9.44
477a9dcd198439ef2def_phase1,5,13,8.01
478f9ba38afb1bf5f5613bfe46eb82ce_phase1,4,11,11.29
4792fc97f8a4094ac90d_phase1,2,3,5.73
47e1d07b136c316bfb33c880ca910e8c_phase1,4,5,8.73
48136d7a17387e7cf6c3_phase1,3,5,10.41
484009_phase1,8,18,23.97
485977_phase1,4,7,10.62
486793ad61db4c1dec9d_phase1,3,14,4.93
4882342eba2b57376ed1_phase1,3,8,9.08
4893d1a05df86afbc2cf_phase1,4,6,10.37
48b54ea4cbc7eb014308_phase1,5,6,14.14
48c5c0124ba4e162b2e3_phase1,6,11,12.08
48d35095a414580c055b_phase1,4,12,9.29
48d92d4153754aea4504_phase1,1,2,3.61
492713_phase1,4,12,9.09
492858_phase1,6,20,9.57
493065_phase1,2,2,4.46
4948282_phase1,3,4,8.05
4950253_phase1,5,5,13.81
4952342_phase1,2,3,2.24
4959534_phase1,2,8,6.59
4961824_phase1,2,2,3.4
4964727_phase1,4,6,8.81
4972374_phase1,6,7,13.96
4973958_phase1,3,5,7.0
4981937_phase1,2,5,5.21
4988673_phase1,6,10,12.41
4992092_phase1,4,13,8.64
4995154_phase1,3,4,8.28
4995164_phase1,5,5,9.71
4996449_phase1,5,8,12.61
49aca627205aebaa2be1811511dbc422_phase1,3,2,8.58
4a07818b8a21dd5c49013b9ed496cb70_phase1,2,8,7.54
4a3f8b0fee43d45646cf118bda4d202a_phase1,2,8,9.53
4a4e7e700c34c04160b93aa03a14861c_phase1,2,5,6.08
4a76e42f058ef7b467d9_phase1,1,8,4.89
4a89bf7c52500a1d7e7b_phase1,11,41,18.31
4abfb80b336a8a56c0a5_phase1,6,10,13.97
4aed548e606f11971f5a_phase1,3,10,7.77
4b2897a857a5ec91d9ea965d87b795c8_phase1,2,5,6.57
4b3c1a78b0104e52b2a1_phase1,6,10,15.94
4b5afb297b4b7c835e6f_phase1,2,7,7.39
4b79e30fad4ae8a50e2630fcfc4c8cfd_phase1,9,15,17.7
4b984557676d2d6c92a6_phase1,2,2,7.01
4ba8ae5459ca4a287d42af549a611792_phase1,3,6,7.79
4bbe165b19a2b0d457c6_phase1,5,10,12.27
4c10830640d325e0cab978bc18c6263a_phase1,3,7,6.38
4c223b8e2d72b0e35bde_phase1,1,5,4.72
4c2d4105ea2c7e407fb5_phase1,11,10,29.37
4c4323f90f74f079b50d9a689fa8a448_phase1,8,12,12.75
4c47dc94cc6054fe1398_phase1,2,3,6.45
4c528bb794449160e9f9a303b7b2dc23_phase1,4,8,12.63
4c59bb823a2c4cc886ae51deae9b23d5_phase1,2,3,6.74
4c5dc5b2b267b43bb4c399ca9115c3f8_phase1,4,1,8.02
4ca0c68878c6d978d067da4a36bcc71d_phase1,9,12,18.2
4cd70e9515ab722b2bce_phase1,12,15,14.42
4cfe3995013225d1d119_phase1,2,8,5.6
4d0f862d981d9bfc6b4f_phase1,6,8,10.09
4d3a1d7c49de414942b87d7f6ab1461c_phase1,7,17,13.88
4d7afed1dadb457bba977bd3757c1e29_phase1,3,10,8.67
4d834d429763e953a40c_phase1,5,6,11.6
4d859423b9dae1cf7471_phase1,9,17,18.56
4dc4e988baae35aa2ae810281b5297fa_phase1,4,7,11.05
4deac45790fa339b537a_phase1,5,8,11.39
4e24eb196dc377278fc51e517d81df63_phase1,1,0,9.49
4e5035242b8e4b07ff3a_phase1,2,0,6.99
4e958d673c51f1fe6f8f_phase1,5,6,10.73
4e97eb41e2b9a80cd5de_phase1,2,3,6.34
4eb4497f57e9f6fb78d14aef27fcc750_phase1,4,5,8.6
4ed43412878723491240814a0d5a6ed6_phase1,6,10,13.16
4ee0a712454480df5ee3_phase1,6,29,15.12
4efe2e28ffcba38aa242_phase1,5,8,12.5
4f0c1d94f5f164d67f40a4f1c8b0dc15_phase1,2,5,5.99
4f3a3b3c1828e6d781b624f378890cb0_phase1,2,17,7.44
4f4934893388f971c6c5_phase1,2,4,6.49
5001170_phase1,2,4,5.87
5002929_phase1,3,2,6.84
5008118_phase1,5,11,15.81
5015483_phase1,8,9,7.15
5017218_phase1,3,3,6.95
5022297_phase1,3,6,6.64
5028413_phase1,2,7,5.95
5029885_phase1,5,6,10.29
503106_phase1,2,4,7.41
5036719_phase1,3,5,7.96
5036f784eec2036252e1990da21eda18_phase1,3,21,9.18
504232_phase1,4,4,11.24
5043521_phase1,1,1,4.22
504768e05fda49a6e3338e798ae1cddd_phase1,2,12,9.03
5048588_phase1,5,7,10.27
5051911_phase1,2,3,7.57
5053686_phase1,2,5,5.36
5055971_phase1,4,5,11.9
5057356_phase1,5,8,7.04
5059989_phase1,5,9,8.43
5065738_phase1,23,35,22.14
5071300_phase1,7,15,10.99
5073235_phase1,2,2,4.29
5078476_phase1,6,12,25.17
5079405_phase1,6,6,15.79
507bcbf3e8cfdc5d3549_phase1,2,4,5.79
5088386_phase1,3,6,7.64
5090763_phase1,3,7,7.8
5091345_phase1,4,6,10.57
5091825_phase1,8,13,6.95
5097274_phase1,3,5,10.6
5099161_phase1,5,6,12.12
50abbd0ad3c16c5dee55_phase1,3,9,7.78
50ffa966dbb6a1296320705890fcb5cf_phase1,1,8,6.27
5104071_phase1,5,12,12.74
5106221_phase1,3,9,6.83
5108298_phase1,6,16,16.34
5108504_phase1,7,9,14.89
511440_phase1,2,10,6.74
5116241_phase1,5,7,12.24
5145500_phase1,7,13,13.87
5149802_phase1,5,7,14.72
5167728_phase1,3,10,6.86
51686_phase1,5,14,14.26
5170087_phase1,4,11,11.28
5177683_phase1,3,4,6.75
5181631_phase1,10,31,18.09
5182378_phase1,4,4,7.9
5182379_phase1,4,4,8.42
5189575_phase1,4,4,7.37
518b0c9564e500b4b50f_phase1,3,8,10.81
51934724e0896184a2340217b383af73_phase1,3,4,8.96
51edd66425998e5fca37_phase1,10,19,23.34
5201689_phase1,4,7,6.46
5208296_phase1,2,5,6.87
5209228_phase1,5,6,13.15
520a2c13f358b3689d00a3c88b34e0c6_phase1,23,20,21.23
5213fabf2bcb943efc82f00959b91163_phase1,5,2,8.95
5215968_phase1,6,15,17.87
5225027_phase1,3,9,8.21
5232301_phase1,9,22,22.56
5237007_phase1,8,12,17.8
5237011_phase1,13,24,21.37
5237529_phase1,2,6,6.71
5241369_phase1,3,13,8.81
5263533_phase1,3,4,6.11
5263bc6284c4dbe79951_phase1,3,10,6.86
5264046_phase1,3,3,8.08
5267494_phase1,2,3,4.63
5269514_phase1,7,12,9.19
5284646_phase1,11,21,25.18
5287589_phase1,5,8,10.59
5289693_phase1,3,4,6.33
528d816d035f2deaaca1_phase1,2,2,4.92
5292f95000e409e239b9dc973295327a_phase1,2,20,7.61
5297676_phase1,10,37,27.29
5297697_phase1,2,7,4.52
529816_phase1,2,4,6.66
52bba57f724e38229da9d85fbc85b673_phase1,2,11,6.33
52ec27e3010a3fd852e1d0d6e2ab5180_phase1,2,8,6.45
5301ff823bef4b5eae52_phase1,5,7,14.34
5303446_phase1,3,4,8.26
5305895_phase1,1,11,9.89
5307284_phase1,2,5,6.96
530c20924768ce180923_phase1,2,3,6.36
5310037_phase1,7,25,14.9
5316196_phase1,2,5,6.26
5326230_phase1,4,3,6.26
5326379_phase1,3,4,5.96
5328738_phase1,3,7,1.61
5329310_phase1,5,15,5.68
5330231_phase1,2,3,7.69
5330566_phase1,3,11,8.01
5338905_phase1,2,6,6.44
5344084_phase1,7,4,7.62
5352608_phase1,2,3,4.15
5355925_phase1,3,8,10.13
5356796_phase1,2,3,3.17
5358040_phase1,1,3,5.61
535acf4c62ee2a71da498281c2dfc4f4_phase1,18,30,9.77
5372873_phase1,2,2,6.28
5377033_phase1,4,5,6.89
5378938_phase1,7,16,15.66
5380169_phase1,2,5,7.82
5382778_phase1,5,12,8.53
5383149_phase1,2,3,7.11
539928493c4e74b3ec112f4cf4a6df91_phase1,8,6,19.06
539a9ec008b1e5b3b7fd_phase1,3,3,7.82
53aad9bb83b233b523270c30d36e4c81_phase1,4,6,11.12
5400853_phase1,4,5,4.05
5403877_phase1,4,6,9.32
5406587_phase1,2,5,7.33
540687_phase1,4,12,12.5
5409581_phase1,10,11,5.33
540f615dd9d54de47dc52b0ca60522c1_phase1,3,6,7.9
5415296_phase1,4,4,9.54
5415869_phase1,2,5,7.55
5420020_phase1,10,13,16.67
5420652_phase1,6,11,13.48
542786_phase1,2,5,7.22
5437131_phase1,3,7,9.71
5437436_phase1,6,9,6.5
5441636_phase1,4,6,10.62
5441be08c6d80ca55040678bcd79c3c5_phase1,2,7,6.61
5443399_phase1,2,5,6.21
5445149_phase1,2,3,1.72
5455375_phase1,3,13,9.83
5455d2c57fb33c1ae04706f2dc4fee01_phase1,7,68,8.7
5459536_phase1,10,12,19.75
5463830_phase1,9,18,16.48
5463a2fbac8facf55d74_phase1,5,6,11.11
